listing_id,vin,make,model,year,trim,body_type,fuel_type,transmission,mileage,price,condition,location,seller_type,features
1178,TD29VBZ60MM9A2010,Ford,Maverick,2021,Titanium,Pickup,Diesel,Manual,77991,15047.0,fair,"Hazaribagh, RJ, India",Private Party,"Alloy Wheels, Blind Spot Monitor, Bluetooth, Fog Lights, Heated Seats, LED Headlights, Lane Keep Assist, Leather Seats, Push Button Start"
1179,077LUYY57UFAA7307,Skoda,Kushaq,2023,,Pickup,Petrol,Manual,28327,28525.0,excellent,"East London, KZN, South Africa",Dealer,"Adaptive Cruise Control, Alloy Wheels, Android Auto, Blind Spot Monitor, Heated Seats, Lane Keep Assist, Navigation, Sunroof"
1180,K7X4KET0224NS5845,Hyundai,Sonata,2023,XLE,MPV,Diesel,Automatic,30319,16385.0,good,"Lake Tom, ENG, UK",Private Party,"Bluetooth, Heated Seats, LED Headlights, Wireless Charging"
1181,GGSH9S8Y8BUGG1432,Maruti,Dzire,2015,XSE,SUV,CNG,Automatic,136717,1939.0,good,"Bensonburgh, WA, Australia",Private Party,"Android Auto, LED Headlights, Lane Keep Assist, Leather Seats, Sunroof, Ventilated Seats"
1182,EX5U0FCY16C1A7549,Honda,City,2016,Sport,Crossover,Petrol,Manual,139593,2914.0,good,"West Loriland, QC, Canada",Dealer,"Backup Camera, LED Headlights, Push Button Start, Ventilated Seats"
1183,GRH3P8J22D5A17429,Mahindra,Bolero,2011,Sport,Convertible,Diesel,Automatic,188209,1387.0,like new,"Costela Paulista, RS, Brazil",Dealer,"Fog Lights, Heated Seats, Leather Seats, Navigation, Push Button Start, Sunroof, Ventilated Seats"
1184,1D8W5ERN9APRD3666,Volkswagen,Jetta,2024,SE,Sedan,Hybrid,CVT,11835,17125.0,fair,"Rogerburgh, WLS, UK",Private Party,"Blind Spot Monitor, Bluetooth, Heated Seats, Lane Keep Assist"
1185,6ZAFFGKA1MVE60546,Honda,Amaze,2020,SE,Pickup,Petrol,Manual,56614,14725.0,excellent,"Gomes, BA, Brazil",Dealer,
1186,HRP4CACF3RAFJ4378,Maruti,Swift,2013,Touring,Coupe,Plug-in Hybrid,CVT,154395,2002.0,good,"ThierryVille, PDL, France",Certified Pre-Owned,"Bluetooth, Fog Lights, Keyless Entry, Lane Keep Assist, Leather Seats, Navigation, Ventilated Seats"
1187,ZV8YB10W2RSWV8059,Tata,Harrier,2009,Touring,Van,Diesel,Automatic,186438,1235.0,salvage,"Motihari, WB, India",Private Party,"Backup Camera, Fog Lights, LED Headlights, Parking Sensors"
1188,RFFWL5X39ZRC70310,Audi,A6,2015,Trend,Convertible,Diesel,Manual,255326,5476.0,excellent,"Schwabmünchen, TH, Germany",Dealer,"Keyless Entry, Lane Keep Assist, Parking Sensors, Push Button Start"
1189,A5RU63A64G5DZ8415,Mercedes-Benz,E-Class,2009,Titanium,Pickup,Petrol,Automatic,203996,1737.0,fair,"Cantrellport, BC, Canada",Private Party,"Adaptive Cruise Control, Alloy Wheels, Backup Camera, Fog Lights, Heated Seats, Panoramic Roof, Parking Sensors"
1190,7A7V06VJ8CCD78688,Kia,Sportage,2012,Platinum,Convertible,Petrol,Automatic,134589,2076.0,excellent,"Camargo, BA, Brazil",Dealer,"Backup Camera, Blind Spot Monitor, Fog Lights, LED Headlights, Sunroof, Ventilated Seats"
1191,H48T2XAN85R5U8124,Maruti,Ertiga,2017,Touring,Convertible,Petrol,Automatic,104856,4301.0,fair,"Aizawl, KA, India",Dealer,"Adaptive Cruise Control, Alloy Wheels, Apple CarPlay, Keyless Entry, LED Headlights, Lane Keep Assist, Leather Seats, Panoramic Roof, Parking Sensors"
1192,CT0Z84U8X8UKP5876,Honda,Accord,2017,Platinum,Pickup,Plug-in Hybrid,Automatic,90767,6785.0,good,"Johannesburg, FS, South Africa",Private Party,"Adaptive Cruise Control, Heated Seats, Leather Seats, Ventilated Seats"
1193,J6ATFLKJ4NV424767,Chevrolet,Equinox,2019,Touring,Crossover,Petrol,Automatic,154573,5638.0,fair,"Kishanganj, PB, India",Dealer,"Apple CarPlay, Fog Lights, Navigation, Push Button Start, Ventilated Seats, Wireless Charging"
1194,X4HNPMBZ7CGJ45941,Nissan,Magnite,2019,Performance,Pickup,Petrol,Automatic,150313,8578.0,good,"Couturierdan, CVL, France",Dealer,"Keyless Entry, Leather Seats, Navigation, Panoramic Roof, Parking Sensors, Wireless Charging"
1195,0M7T6FFW1BMKA3329,Ford,Explorer,2017,Performance,Crossover,Petrol,Automatic,90507,5290.0,good,"Patrickland, ENG, UK",Private Party,"Alloy Wheels, Android Auto, Blind Spot Monitor, Keyless Entry, Navigation"
1196,J0VWUVEB46FJ57125,Mahindra,Bolero,2012,LX,MPV,Petrol,Manual,172857,1401.0,excellent,"港区, Hokkaido, Japan",Dealer,"Adaptive Cruise Control, Alloy Wheels, Backup Camera, Fog Lights, LED Headlights, Panoramic Roof, Parking Sensors, Sunroof"
1197,YE1TANSMXR8YU0612,Maruti,Baleno,2005,XLE,Sedan,Petrol,Automatic,234699,1240.0,excellent,"横浜市泉区, Kyoto, Japan",Dealer,"Android Auto, Apple CarPlay, Heated Seats, LED Headlights, Sunroof"
1198,JVHFCGNH411YP5493,Audi,A6,2014,Limited,Van,Hybrid,Automatic,150453,3358.0,good,"Smithland, ON, Canada",Dealer,"Adaptive Cruise Control, Apple CarPlay, Backup Camera, LED Headlights, Panoramic Roof, Sunroof"
1199,5R46AWNW0RBWJ2699,Hyundai,i20,2025,Touring,Coupe,Petrol,Automatic,0,35569.0,excellent,"Peixoto Alegre, AM, Brazil",Dealer,"Adaptive Cruise Control, Backup Camera, Lane Keep Assist, Push Button Start, Sunroof"
1200,RCCRC2U24CRH61371,Tata,Harrier,2023,Base,Van,Electric,Automatic,32415,14060.0,fair,"調布市, Kanagawa, Japan",Private Party,"Apple CarPlay, Backup Camera, Heated Seats, Keyless Entry, LED Headlights, Leather Seats"
1201,D18CCF655H6J95670,Mahindra,Scorpio,2018,,Pickup,Hybrid,Automatic,83471,4622.0,fair,"Ericmouth, SCT, UK",Dealer,"Alloy Wheels, Apple CarPlay, Bluetooth, Heated Seats, Lane Keep Assist, Navigation, Panoramic Roof, Push Button Start, Wireless Charging"
1202,NPYJJYXV0RS9A8451,Honda,Civic,2022,LX,SUV,Diesel,Automatic,37932,20369.0,excellent,"Brianshire, NT, Australia",Certified Pre-Owned,"Android Auto, Fog Lights, Heated Seats, Panoramic Roof, Parking Sensors, Ventilated Seats"
1203,108JZECE5221D9077,Skoda,Slavia,2017,Performance,Convertible,Hybrid,Automatic,72913,3856.0,salvage,"West Jaredton, CA, US",Dealer,"Adaptive Cruise Control, Android Auto, Fog Lights, Keyless Entry, Lane Keep Assist, Leather Seats, Push Button Start, Wireless Charging"
1204,42ERCNWM7V1J51917,Toyota,RAV4,2025,XLE,Convertible,Diesel,Manual,0,44806.0,excellent,"Sainte Jérôme-la-Forêt, NAQ, France",Private Party,"Heated Seats, Keyless Entry, Leather Seats, Push Button Start"
1205,6SWPNFMZ2L1819920,Honda,Amaze,2019,LE,Coupe,Electric,Automatic,117082,11573.0,excellent,"Narasaraopet, RJ, India",Certified Pre-Owned,"Alloy Wheels, Bluetooth, Fog Lights, Heated Seats, Keyless Entry, LED Headlights, Push Button Start, Ventilated Seats"
1206,VV9YA0KU9UU6Y0147,BMW,X3,2016,LE,Van,Hybrid,Automatic,142826,4786.0,excellent,"Moraes, RJ, Brazil",Certified Pre-Owned,"Blind Spot Monitor, Parking Sensors, Ventilated Seats, Wireless Charging"
1207,604535GH3F6X63023,Honda,City,2020,XLE,MPV,Petrol,CVT,69224,10470.0,like new,"South Rose, NS, Canada",Dealer,"Alloy Wheels, LED Headlights, Leather Seats, Navigation"
1208,B12STV259MJZ52952,Ford,Maverick,2013,EX,Pickup,Petrol,Manual,309086,2007.0,fair,"Sainte Honoré-les-Bains, OCC, France",Private Party,"Apple CarPlay, Backup Camera, Bluetooth, Fog Lights, Keyless Entry, Parking Sensors, Push Button Start"
1209,UUFSC9JS24X4V9346,Volkswagen,Taigun,2017,LE,Van,Petrol,Automatic,96793,5064.0,,"Paul-sur-Diaz, PACA, France",Private Party,"Adaptive Cruise Control, Alloy Wheels, Keyless Entry, Navigation, Ventilated Seats"
1210,RNM18T2F1V46P8926,Volkswagen,Tiguan,2014,Base,Hatchback,Hybrid,CVT,118084,1666.0,good,"Johannesburg, FS, South Africa",Dealer,"Android Auto, Apple CarPlay, Keyless Entry, LED Headlights"
1211,VL0RC1U34EL8U4289,Ford,Escape,2017,Performance,Pickup,Diesel,AMT,117855,8862.0,excellent,"Roy, OCC, France",Certified Pre-Owned,"Adaptive Cruise Control, Android Auto, Blind Spot Monitor, Heated Seats, LED Headlights, Lane Keep Assist, Leather Seats, Panoramic Roof"
1212,GG1M87TW7ZNY55402,Chevrolet,Equinox,2014,L,Convertible,Hybrid,Automatic,168765,3032.0,like new,"East Williamborough, SA, Australia",Dealer,"Apple CarPlay, Backup Camera, Lane Keep Assist, Push Button Start"
1213,2D01LH6U2VD7G5709,Volkswagen,Taigun,2025,Performance,Pickup,Hybrid,Automatic,0,49288.0,excellent,"香取市, Tokyo, Japan",Dealer,"Android Auto, Backup Camera, Leather Seats, Parking Sensors"
1214,HPKE1CWK8TJEZ3548,Chevrolet,Silverado,2014,LTZ,Van,Hybrid,Manual,85870,2749.0,fair,"Moura, RJ, Brazil",Dealer,"Android Auto, Backup Camera, Fog Lights, Keyless Entry, LED Headlights, Push Button Start, Ventilated Seats"
1215,K6RY8BN65D17F1107,Mercedes-Benz,C-Class,2015,,Convertible,Petrol,Automatic,239888,4909.0,good,"Salem, TN, India",Private Party,"Adaptive Cruise Control, Alloy Wheels, Keyless Entry, Navigation, Wireless Charging"
1216,4VK4JMN868PAW1490,Mahindra,XUV700,2023,Trend,SUV,Diesel,CVT,41607,15464.0,good,"横浜市港南区, Aichi, Japan",Certified Pre-Owned,"Backup Camera, Bluetooth, Heated Seats, Keyless Entry, LED Headlights, Sunroof"
1217,5203KKCY10TY38774,Honda,Amaze,2008,Premium,Van,Electric,Automatic,159213,1329.0,excellent,"Secunderabad, GJ, India",Dealer,"Alloy Wheels, Android Auto, Backup Camera, Bluetooth, Keyless Entry, LED Headlights, Panoramic Roof, Ventilated Seats, Wireless Charging"
1218,VMJYLPHR5AJSV8914,Skoda,Slavia,2023,,Crossover,Diesel,Automatic,25423,16764.0,fair,"North Amelia, NIR, UK",Dealer,"Adaptive Cruise Control, Android Auto, Backup Camera, Fog Lights, Heated Seats, Lane Keep Assist, Sunroof, Wireless Charging"
1219,NTKH6UP83HL808231,Nissan,Altima,2018,Trend,Convertible,Hybrid,CVT,101102,6452.0,good,"Novaes da Serra, BA, Brazil",Dealer,"Android Auto, Bluetooth, Fog Lights, Heated Seats, Keyless Entry, LED Headlights, Leather Seats, Panoramic Roof, Parking Sensors"
1220,FUX46YV8XPY3D0032,Honda,Civic,2014,Touring,Crossover,Petrol,Manual,135504,2172.0,excellent,"East Megan, WLS, UK",Private Party,"Heated Seats, LED Headlights, Lane Keep Assist, Navigation, Parking Sensors, Ventilated Seats"
1221,SJG9YYU9X8VZR8252,Volkswagen,Jetta,2025,,Crossover,Petrol,Automatic,0,25758.0,fair,"Steveburgh, MB, Canada",Private Party,"Backup Camera, Heated Seats, Lane Keep Assist, Push Button Start"
1222,DNJUFKT56A8EN6546,Kia,Sportage,2020,LTZ,Convertible,Electric,Automatic,58911,19157.0,good,"長生郡長柄町, Osaka, Japan",Private Party,"Backup Camera, Panoramic Roof, Parking Sensors, Ventilated Seats"
1223,4ZTR02R922DH93356,Tesla,Model Y,2018,Touring,Hatchback,Petrol,Manual,58311,8272.0,good,"Shawnfort, ACT, Australia",Private Party,"Alloy Wheels, Blind Spot Monitor, Fog Lights, Panoramic Roof, Push Button Start, Wireless Charging"
1224,TRNNM2BT1S83X6516,Honda,Amaze,2020,Touring,Pickup,CNG,CVT,65385,10876.0,fair,"East Rosemary, ENG, UK",Private Party,"Fog Lights, Heated Seats, Keyless Entry, Lane Keep Assist, Leather Seats, Navigation, Sunroof, Ventilated Seats"
1225,JCDZJ75E8JKFF1606,Audi,A4,2021,Premium,Hatchback,Petrol,Manual,30082,17582.0,excellent,"Wardside, NIR, UK",Dealer,"Alloy Wheels, Apple CarPlay, Backup Camera, Blind Spot Monitor, Bluetooth, Fog Lights, Heated Seats, Sunroof, Wireless Charging"
1226,VTV8CLE08GBZ09904,Volkswagen,Tiguan,2014,SE,Convertible,Petrol,Manual,223492,2684.0,excellent,"Marty, OCC, France",Private Party,"Android Auto, Backup Camera, Navigation, Parking Sensors, Push Button Start, Ventilated Seats"
1227,93XBFSFU49WZW8145,Ford,Escape,2018,XSE,Hatchback,Diesel,Manual,107759,4858.0,excellent,"Saint ZacharieBourg, GES, France",Private Party,"Navigation, Panoramic Roof, Push Button Start, Wireless Charging"
1228,MBKSSJHB96D8J9626,BMW,5 Series,2012,Trend,Convertible,Plug-in Hybrid,CVT,90322,4901.0,good,"Ramos da Prata, PE, Brazil",Private Party,"Android Auto, Apple CarPlay, Fog Lights, Leather Seats, Parking Sensors, Push Button Start"
1229,LDD9GZ1UX7K3B0490,Tesla,Model Y,2021,Trend,Crossover,CNG,Manual,45937,16281.0,fair,"Daniellebury, AZ, US",Certified Pre-Owned,"Alloy Wheels, Heated Seats, Navigation, Sunroof"
1230,YXPL6VGB8V2660451,Skoda,Octavia,2019,Touring,Coupe,Electric,Automatic,41527,16857.0,new,"Eddieberg, QLD, Australia",Dealer,"Apple CarPlay, Bluetooth, Keyless Entry, LED Headlights, Leather Seats, Panoramic Roof, Parking Sensors, Sunroof"
1231,VJCTY7SV3AV857559,Chevrolet,Equinox,2005,L,Hatchback,Electric,Automatic,249663,1236.0,excellent,"Gabrielport, ACT, Australia",Dealer,"Adaptive Cruise Control, Keyless Entry, LED Headlights, Sunroof"
1232,WZ1BYHYK8B0B06242,Volkswagen,Jetta,2020,L,Crossover,Petrol,Automatic,82935,11990.0,excellent,"Le Roux, PACA, France",Private Party,
1233,HS1ZDTF81J7HR7415,Skoda,Kushaq,2019,Base,Sedan,Diesel,Automatic,72990,7129.0,excellent,"East Joshuafurt, NL, Canada",Private Party,"Alloy Wheels, Android Auto, Apple CarPlay, Blind Spot Monitor, Bluetooth, Keyless Entry, Panoramic Roof, Push Button Start"
1234,W1KREUHU01KZ07852,Tesla,Model 3,2016,Platinum,Sedan,Petrol,Manual,211341,3781.0,good,"Pierre, PACA, France",Private Party,
1235,XLDEX4MZ7NJJ20670,Tesla,Model 3,2012,Limited,Hatchback,Electric,Automatic,227087,1685.0,excellent,"山武郡横芝光町, Fukuoka, Japan",Private Party,"Adaptive Cruise Control, Blind Spot Monitor, Bluetooth, Parking Sensors, Sunroof"
1236,85CTLK0B2WVKU1511,Volkswagen,Taigun,2022,LE,Hatchback,Diesel,Manual,30390,12653.0,excellent,"Rowlandland, ACT, Australia",Private Party,"Adaptive Cruise Control, Android Auto, Fog Lights, Keyless Entry, LED Headlights, Navigation, Panoramic Roof, Wireless Charging"
1237,VTXWBKX85755T9623,Toyota,RAV4,2017,,Coupe,Diesel,Manual,103458,5231.0,excellent,"Greenwoodland, WLS, UK",Dealer,"Adaptive Cruise Control, Fog Lights, Heated Seats, Navigation"
1238,XSABCPW52PMWM4329,BMW,X3,2015,Trend,Crossover,Petrol,CVT,88914,5791.0,good,"Bloemfontein, LP, South Africa",Dealer,
1239,99KAR3ER6GM4Z0915,Volkswagen,Tiguan,2017,,Van,Petrol,Automatic,119770,3852.0,excellent,"Sampaio do Norte, PR, Brazil",Private Party,"Alloy Wheels, Apple CarPlay, Fog Lights, Keyless Entry, Lane Keep Assist, Navigation, Push Button Start, Sunroof, Ventilated Seats"
1240,6ZB2UGWX5VP7Y9235,Tesla,Model 3,2017,,Van,Diesel,Automatic,83789,7029.0,fair,"New David, ACT, Australia",Private Party,"Backup Camera, Navigation, Panoramic Roof, Wireless Charging"
1241,W0D4F3S62W3R54205,Audi,Q3,2016,SE,Coupe,Petrol,Automatic,147061,4616.0,good,"Reynoldstown, NL, Canada",Dealer,"Android Auto, Heated Seats, Panoramic Roof, Ventilated Seats"
1242,DDWS57B25UM4W4202,BMW,X5,2021,Titanium,SUV,Petrol,Manual,59126,25288.0,excellent,"West Bethan, ENG, UK",Private Party,"Alloy Wheels, Android Auto, Backup Camera, Blind Spot Monitor, Bluetooth, Fog Lights, Heated Seats, Leather Seats, Sunroof"
1243,H16EP8W94CKR68691,Chevrolet,Trax,2021,Titanium,Crossover,Petrol,Automatic,89686,12774.0,good,"Cottbus, BE, Germany",Dealer,"Alloy Wheels, Apple CarPlay, Bluetooth, Parking Sensors, Push Button Start, Ventilated Seats"
1244,NZ423P3M0ESDU5691,Audi,Q5,2013,LT,MPV,Diesel,Manual,117009,2472.0,fair,"Port Elizabeth, LP, South Africa",Dealer,"Blind Spot Monitor, Navigation, Push Button Start, Wireless Charging"
1245,SL6YFK0708B3L5223,Kia,Seltos,2019,Sport,SUV,Petrol,Manual,46784,11853.0,excellent,"Zavalaburgh, MA, US",Private Party,"Adaptive Cruise Control, Alloy Wheels, Backup Camera, Panoramic Roof"
1246,81RHC9YE3108N6002,Skoda,Octavia,2021,Touring,Pickup,Petrol,Automatic,48460,18917.0,like new,"da Mata da Prata, SP, Brazil",Private Party,"Android Auto, Bluetooth, Keyless Entry, Lane Keep Assist, Panoramic Roof, Parking Sensors, Sunroof, Ventilated Seats"
1247,ERVSWXJ96V3LF1497,Nissan,Rogue,2020,LX,Sedan,Petrol,Automatic,57695,8878.0,good,"East Lawrenceburgh, ON, Canada",Private Party,"Adaptive Cruise Control, Fog Lights, Panoramic Roof, Push Button Start"
1248,KB737X782UVC80197,Skoda,Octavia,2016,Long Range,Pickup,Diesel,Automatic,131531,3980.0,,"North Paul, ACT, Australia",Private Party,"Keyless Entry, Navigation, Panoramic Roof, Push Button Start"
1249,L4YJW846085UU5696,Mercedes-Benz,GLA,2014,Touring,Sedan,Petrol,CVT,149899,2304.0,fair,"Youngfurt, AB, Canada",Dealer,"Alloy Wheels, Android Auto, Backup Camera, Parking Sensors, Wireless Charging"
1250,2ZA0U2U55F1657426,Ford,Maverick,2024,,Crossover,Petrol,Automatic,12045,19582.0,fair,"Indore, WB, India",Dealer,"Adaptive Cruise Control, Apple CarPlay, Backup Camera, Blind Spot Monitor, Navigation, Panoramic Roof, Wireless Charging"
1251,GUZGU26P3WFKX2030,Kia,Sportage,2022,Titanium,Crossover,Petrol,CVT,22829,19985.0,excellent,"Johannesburg, LP, South Africa",Dealer,"Adaptive Cruise Control, Apple CarPlay, Blind Spot Monitor, Bluetooth, Keyless Entry, Panoramic Roof, Wireless Charging"
1252,RS18JSD14A0Y01414,Honda,Accord,2017,XSE,SUV,Petrol,DCT,189914,4994.0,,"中野区, Aichi, Japan",Dealer,"Android Auto, Apple CarPlay, Bluetooth, Fog Lights, Heated Seats, Keyless Entry, Lane Keep Assist, Panoramic Roof, Parking Sensors"
1253,FWC9EFAE4ZK6N7973,Kia,Sonet,2015,Trend,Convertible,Diesel,Manual,160494,3216.0,good,"South Sarah, AB, Canada",Dealer,"Backup Camera, Blind Spot Monitor, Fog Lights, Heated Seats, Leather Seats, Push Button Start"
1254,F39JCE3J43K421397,Honda,Amaze,2019,LX,Convertible,Petrol,Automatic,134758,10658.0,excellent,"Hansestadttralsund, SL, Germany",Dealer,"Adaptive Cruise Control, Alloy Wheels, Backup Camera, Blind Spot Monitor, Heated Seats, Navigation, Panoramic Roof, Push Button Start, Sunroof"
1255,ZDUW1898XZZKF6718,Volkswagen,Tiguan,2013,Long Range,SUV,Plug-in Hybrid,Automatic,85801,2722.0,fair,"Salinasland, AZ, US",Certified Pre-Owned,"Adaptive Cruise Control, Bluetooth, Fog Lights, Heated Seats, Keyless Entry, Navigation, Parking Sensors, Ventilated Seats"
1256,KF5F9P29457CZ2692,BMW,5 Series,2020,LT,MPV,Petrol,Automatic,83970,16078.0,excellent,"香取郡多古町, Fukuoka, Japan",Private Party,"Android Auto, Apple CarPlay, Blind Spot Monitor, Heated Seats, Keyless Entry, Parking Sensors, Wireless Charging"
1257,1V9R5RJ0969AU7806,Chevrolet,Equinox,2017,SE,Crossover,Petrol,Manual,120929,3421.0,good,"Bowenside, MI, US",Dealer,"Alloy Wheels, Apple CarPlay, Blind Spot Monitor, Heated Seats, Panoramic Roof"
1258,VENPHSCL3NKMC2063,Honda,CR-V,2012,LX,Coupe,Petrol,Automatic,330117,1491.0,good,"Sainte Jeanne, PACA, France",Private Party,"Alloy Wheels, Backup Camera, Fog Lights, Panoramic Roof, Parking Sensors"
1259,DDARUSEY1EBSR1897,Mercedes-Benz,E-Class,2017,Long Range,Crossover,Diesel,Manual,107317,7599.0,,"Savageland, NB, Canada",Dealer,"Bluetooth, LED Headlights, Leather Seats, Sunroof"
1260,BD45ARZA3UF2G9396,Chevrolet,Trax,2012,XSE,Coupe,Plug-in Hybrid,Automatic,151393,1868.0,excellent,"Viana, RJ, Brazil",Certified Pre-Owned,"Alloy Wheels, Fog Lights, Panoramic Roof, Push Button Start"
1261,D6SA9EUX4ZE4M5890,Audi,Q5,2019,,MPV,Petrol,CVT,69809,11850.0,good,"Melo Alegre, RJ, Brazil",Dealer,"Android Auto, Apple CarPlay, Backup Camera, Bluetooth, Fog Lights, Leather Seats, Sunroof, Ventilated Seats"
1262,MP5SGBWN21YJX8780,Maruti,Swift,2020,Touring,Hatchback,Hybrid,Automatic,71586,3449.0,fair,"East June, WLS, UK",Dealer,"Blind Spot Monitor, Bluetooth, Fog Lights, Lane Keep Assist, Leather Seats, Parking Sensors, Push Button Start, Sunroof"
1263,8BENYP4K8JGP60835,BMW,X5,2024,Long Range,Crossover,Diesel,Automatic,13835,41011.0,excellent,"New Michael, TX, US",Private Party,"Android Auto, Heated Seats, Keyless Entry, Leather Seats, Navigation, Panoramic Roof, Sunroof, Ventilated Seats"
1264,49Y69VK2X93S71931,BMW,X5,2012,Premium,SUV,Petrol,Manual,217274,1442.0,salvage,"Cape Town, NW, South Africa",Dealer,"Adaptive Cruise Control, Alloy Wheels, Blind Spot Monitor, Fog Lights, Keyless Entry"
1265,NEW7VHE178CGX4746,Volkswagen,Jetta,2015,Base,Convertible,Diesel,DCT,125335,3536.0,excellent,"St. Anthony, NT, Australia",Dealer,"Android Auto, Bluetooth, Lane Keep Assist, Panoramic Roof"
1266,TLZH7F40220330526,Chevrolet,Trax,2020,Trend,Hatchback,Petrol,DCT,97015,7007.0,good,"Jammu, PB, India",Private Party,"LED Headlights, Lane Keep Assist, Push Button Start, Ventilated Seats"
1267,ECCWXT400WVS36755,Mahindra,Bolero,2018,Base,Van,Diesel,Manual,116910,4464.0,good,"Eichstätt, MV, Germany",Dealer,"Android Auto, Backup Camera, Heated Seats, Navigation, Parking Sensors, Push Button Start, Ventilated Seats"
1268,GA9FL0DM80F7V4700,Maruti,Baleno,2020,Touring,Convertible,Petrol,Automatic,129035,8135.0,excellent,"横浜市南区, Okinawa, Japan",Dealer,"Android Auto, Bluetooth, Heated Seats, Leather Seats, Panoramic Roof, Sunroof, Ventilated Seats, Wireless Charging"
1269,MPVLFUEN5B3FH8365,Audi,Q5,2014,LX,Crossover,CNG,Manual,117638,3679.0,good,"Bloemfontein, FS, South Africa",Private Party,"Adaptive Cruise Control, Backup Camera, Blind Spot Monitor, Fog Lights, Leather Seats, Parking Sensors, Push Button Start, Sunroof, Ventilated Seats"
1270,GPLTMSAR9R1UR3319,Chevrolet,Equinox,2015,L,MPV,Petrol,Manual,151759,3360.0,good,"利島村, Kyoto, Japan",Private Party,"Alloy Wheels, Apple CarPlay, Sunroof, Ventilated Seats"
1271,GNV391XC0N0VU9311,Ford,Escape,2020,Platinum,Crossover,Hybrid,Automatic,98765,9973.0,good,"Sainte Nicoleboeuf, IDF, France",Dealer,"Apple CarPlay, Fog Lights, LED Headlights, Lane Keep Assist, Panoramic Roof, Parking Sensors, Push Button Start, Sunroof, Wireless Charging"
1272,5DTKLYWF1XRH91948,Tata,Punch,2020,Touring,Crossover,Plug-in Hybrid,Automatic,49917,7454.0,fair,"Joelside, NY, US",Dealer,"Alloy Wheels, Apple CarPlay, Bluetooth, Keyless Entry, Lane Keep Assist, Navigation, Parking Sensors, Wireless Charging"
1273,BMHYUSWNX5DFJ1591,Maruti,Baleno,2015,LX,MPV,Petrol,Automatic,159421,2114.0,good,"東村山市, Fukuoka, Japan",Private Party,"Alloy Wheels, Android Auto, Navigation, Ventilated Seats"
1274,WDMDKLYJ6J2LA7867,Nissan,Rogue,2018,XLE,Convertible,Petrol,DCT,76555,4342.0,salvage,"Vargas da Praia, MG, Brazil",Private Party,"Bluetooth, Fog Lights, LED Headlights, Navigation, Panoramic Roof, Wireless Charging"
